id_evenement,date_heure,ville,zone,id_utilisateur,id_appareil,type_vehicule,energie,station_depart,station_arrivee,distance_km,duree_min,temperature,pluie,pm10,volume_trafic,montant_paiement,moyen_paiement,nom_utilisateur,age,abonnement,genre,risque_accident
1125,2025-10-16 14:40,Paris,Sud,55,APP-4480,Trottinette,Humaine,57,47,0.48,14,2.8,0,19,193,4.8,Carte,Alice,23,Gratuit,homme,2
1126,2025-10-16 15:00,Paris,Sud,97,APP-9572,Velo,Electrique,10,36,4.05,21,2.8,1,15,111,2.44,Mobile,Emma,32,Gratuit,femme,4
1127,2025-10-16 15:20,Paris,Ouest,146,APP-3523,Voiture,Diesel,58,25,6.7,13,3.2,0,21,147,2.0,Carte,Alice,18,Gratuit,homme,3
1128,2025-10-16 15:40,Paris,Est,154,APP-5075,Trottinette,Diesel,9,50,0.59,12,2.2,1,17,122,3.78,Mobile,Hugo,53,Premium,femme,3
1129,2025-10-16 16:00,Paris,Ouest,233,APP-9638,Voiture,Humaine,34,40,9.31,3,3.2,0,27,264,1.72,Mobile,Lucas,33,Gratuit,homme,3
1130,2025-10-16 16:20,Paris,Centre,8,APP-2627,Bus,Diesel,6,38,1.38,11,2.9,1,23,261,2.63,Mobile,Hugo,26,Gratuit,femme,2
1131,2025-10-16 16:40,Paris,Est,115,APP-1255,Bus,Humaine,13,55,1.49,22,1.5,0,28,291,1.62,Carte,Nina,67,Standard,homme,1
1132,2025-10-16 17:00,Paris,Est,71,APP-9304,Velo,Humaine,10,9,2.3,10,2.5,0,27,259,4.33,Carte,Emma,31,Premium,femme,2
1133,2025-10-16 17:20,Paris,Est,9,APP-1359,Velo,Electrique,60,33,9.05,18,1.4,0,25,251,2.67,Carte,Marc,38,Standard,homme,4
1134,2025-10-16 17:40,Paris,Ouest,8,APP-5088,Voiture,Diesel,40,47,6.39,16,1.8,1,25,307,4.52,Mobile,Hugo,26,Gratuit,femme,3
1135,2025-10-16 18:00,Paris,Nord,22,APP-1895,Bus,Humaine,58,4,10.54,11,3.0,0,29,339,4.35,Carte,Nina,29,Gratuit,homme,1
1136,2025-10-16 18:20,Paris,Est,56,APP-3994,Trottinette,Humaine,9,42,6.84,10,3.1,1,25,293,1.46,Mobile,Alice,18,Premium,femme,1
1137,2025-10-16 18:40,Paris,Centre,82,APP-3039,Velo,Humaine,1,14,11.54,7,2.6,1,26,259,5.78,Carte,Nina,31,Gratuit,homme,3
1138,2025-10-16 19:00,Paris,Centre,169,APP-2303,Voiture,Electrique,16,6,1.23,21,2.0,0,22,234,5.41,Carte,Lucas,28,Gratuit,femme,4
1139,2025-10-16 19:20,Paris,Sud,184,APP-2827,Trottinette,Electrique,34,9,8.71,18,1.4,0,23,247,4.73,Carte,Alice,21,Standard,homme,4
1140,2025-10-16 19:40,Paris,Sud,17,APP-5378,Bus,Diesel,20,4,10.3,5,2.4,0,22,269,1.32,Mobile,Nina,68,Gratuit,femme,3
1141,2025-10-16 20:00,Paris,Centre,57,APP-7306,Bus,Diesel,57,21,9.92,15,1.6,0,23,218,5.44,Mobile,Alice,31,Standard,homme,4
1142,2025-10-16 20:20,Paris,Sud,45,APP-8872,Bus,Diesel,9,12,9.39,9,1.3,1,22,168,3.07,Mobile,Alice,27,Gratuit,femme,4
1143,2025-10-16 20:40,Paris,Centre,139,APP-1571,Trottinette,Diesel,53,60,11.73,19,1.8,1,21,145,5.7,Carte,Sofia,66,Gratuit,homme,2
1144,2025-10-16 21:00,Paris,Nord,184,APP-7077,Trottinette,Electrique,32,48,5.27,12,2.2,0,20,178,1.4,Carte,Alice,21,Standard,femme,3
1145,2025-10-16 21:20,Paris,Sud,48,APP-5141,Velo,Diesel,51,35,6.64,8,1.9,1,20,134,2.07,Carte,Lucas,41,Premium,homme,4
1146,2025-10-16 21:40,Paris,Sud,164,APP-1133,Trottinette,Humaine,37,50,8.62,10,3.0,1,19,187,1.89,Carte,Sofia,20,Gratuit,femme,2
1147,2025-10-16 22:00,Paris,Est,106,APP-7568,Velo,Electrique,60,14,6.27,22,1.6,1,19,144,3.71,Mobile,Marc,21,Premium,homme,3
1148,2025-10-16 22:20,Paris,Est,245,APP-8807,Voiture,Diesel,22,51,8.03,23,2.6,0,20,160,3.06,Carte,Alice,18,Standard,femme,1
1149,2025-10-16 22:40,Paris,Centre,200,APP-2097,Trottinette,Diesel,56,19,7.46,9,2.2,1,21,148,3.87,Carte,Hugo,21,Gratuit,homme,4
1150,2025-10-16 23:00,Paris,Sud,174,APP-6552,Trottinette,Diesel,53,59,0.3,23,3.2,1,23,195,2.83,Mobile,Alice,42,Premium,femme,3
1151,2025-10-16 23:20,Paris,Ouest,117,APP-1394,Velo,Electrique,37,17,7.35,14,1.3,0,20,180,3.53,Mobile,Alice,27,Gratuit,homme,3
1152,2025-10-16 23:40,Paris,Sud,53,APP-5546,Bus,Humaine,46,29,1.96,6,3.0,0,20,150,1.53,Mobile,Leo,27,Gratuit,femme,3
1153,2025-10-17 00:00,Paris,Ouest,166,APP-6881,Trottinette,Humaine,29,19,10.18,10,1.8,1,22,153,5.11,Mobile,Nina,25,Gratuit,homme,4
1154,2025-10-17 00:20,Paris,Centre,54,APP-8077,Trottinette,Humaine,15,27,11.14,21,1.4,0,22,197,3.41,Mobile,Emma,25,Gratuit,femme,4
1155,2025-10-17 00:40,Paris,Ouest,87,APP-2602,Velo,Humaine,36,1,10.28,14,2.9,0,19,177,1.54,Mobile,Leo,32,Premium,homme,3
1156,2025-10-17 01:00,Paris,Ouest,188,APP-7846,Velo,Diesel,34,43,10.11,18,2.2,1,19,179,1.22,Carte,Leo,23,Standard,femme,2
1157,2025-10-17 01:20,Paris,Sud,243,APP-5739,Velo,Electrique,13,51,8.15,10,2.2,1,19,146,1.58,Carte,Leo,25,Gratuit,homme,2
1158,2025-10-17 01:40,Paris,Sud,129,APP-9877,Trottinette,Diesel,54,6,10.48,13,1.8,1,18,138,4.08,Carte,Marc,48,Gratuit,femme,2
1159,2025-10-17 02:00,Paris,Nord,24,APP-1666,Voiture,Diesel,3,14,4.76,11,2.4,1,17,136,2.93,Mobile,Nina,28,Standard,homme,3
1160,2025-10-17 02:20,Paris,Sud,148,APP-7803,Trottinette,Humaine,50,44,2.58,6,2.2,0,20,188,2.9,Carte,Lucas,22,Gratuit,femme,2
1161,2025-10-17 02:40,Paris,Nord,244,APP-5682,Bus,Diesel,22,17,9.1,3,2.3,0,19,166,4.23,Mobile,Nina,70,Gratuit,homme,4
1162,2025-10-17 03:00,Paris,Est,180,APP-2571,Trottinette,Humaine,2,25,5.45,9,2.3,1,20,205,3.65,Carte,Leo,36,Premium,femme,2
1163,2025-10-17 03:20,Paris,Ouest,4,APP-7438,Velo,Humaine,8,49,2.34,17,2.6,0,22,158,4.2,Carte,Lucas,19,Gratuit,homme,2
1164,2025-10-17 03:40,Paris,Sud,100,APP-1038,Velo,Humaine,45,49,7.04,14,2.6,0,20,146,4.52,Mobile,Nina,18,Premium,femme,4
1165,2025-10-17 04:00,Paris,Nord,165,APP-2276,Bus,Humaine,37,26,7.55,21,2.6,1,20,158,3.27,Carte,Marc,39,Premium,homme,1
1166,2025-10-17 04:20,Paris,Sud,175,APP-2328,Voiture,Electrique,58,25,5.68,11,2.2,0,21,184,1.84,Carte,Leo,66,Gratuit,femme,4
1167,2025-10-17 04:40,Paris,Sud,238,APP-3907,Bus,Electrique,36,2,4.98,19,1.4,1,18,149,1.39,Carte,Alice,33,Gratuit,homme,2
1168,2025-10-17 05:00,Paris,Ouest,211,APP-1752,Velo,Diesel,55,36,5.23,15,2.3,1,20,130,5.15,Mobile,Emma,54,Standard,femme,1
1169,2025-10-17 05:20,Paris,Nord,22,APP-1227,Voiture,Diesel,26,48,7.5,13,1.5,0,20,147,2.2,Carte,Nina,29,Gratuit,homme,3
1170,2025-10-17 05:40,Paris,Sud,157,APP-2035,Bus,Electrique,41,39,8.98,20,2.2,1,18,166,1.94,Carte,Alice,33,Premium,femme,2
1171,2025-10-17 06:00,Paris,Est,105,APP-8913,Voiture,Diesel,18,10,2.79,5,1.5,0,19,168,3.28,Carte,Lucas,27,Standard,homme,3
1172,2025-10-17 06:20,Paris,Sud,47,APP-4079,Trottinette,Electrique,3,42,7.82,17,1.9,1,18,143,2.55,Mobile,Alice,18,Gratuit,femme,3
1173,2025-10-17 06:40,Paris,Sud,73,APP-6737,Trottinette,Electrique,27,46,6.71,10,2.5,1,24,207,3.37,Mobile,Emma,53,Gratuit,homme,3
1174,2025-10-17 07:00,Paris,Nord,10,APP-3703,Velo,Electrique,38,18,11.12,19,2.6,1,26,274,4.48,Carte,Emma,25,Gratuit,femme,3
1175,2025-10-17 07:20,Paris,Est,192,APP-6187,Trottinette,Electrique,16,60,10.73,21,1.5,0,26,289,4.25,Mobile,Lucas,29,Premium,homme,1
1176,2025-10-17 07:40,Paris,Sud,27,APP-8226,Trottinette,Humaine,30,46,11.93,17,1.4,0,24,269,5.31,Carte,Alice,32,Standard,femme,3
1177,2025-10-17 08:00,Paris,Sud,249,APP-6423,Velo,Diesel,36,50,4.69,26,2.1,1,28,291,3.12,Carte,Emma,25,Premium,homme,3
1178,2025-10-17 08:20,Paris,Ouest,131,APP-1072,Voiture,Humaine,12,20,5.03,3,2.4,0,27,298,2.26,Mobile,Hugo,29,Gratuit,femme,3
1179,2025-10-17 08:40,Paris,Ouest,100,APP-3821,Bus,Humaine,43,36,10.91,20,1.8,1,28,282,4.07,Carte,Nina,18,Premium,homme,3
1180,2025-10-17 09:00,Paris,Ouest,198,APP-5557,Bus,Humaine,4,46,9.74,7,3.0,0,24,262,3.24,Carte,Hugo,25,Premium,femme,4
1181,2025-10-17 09:20,Paris,Sud,166,APP-6274,Velo,Diesel,28,53,4.56,13,2.5,1,24,251,5.88,Mobile,Nina,25,Gratuit,homme,4
1182,2025-10-17 09:40,Paris,Centre,83,APP-8095,Velo,Humaine,18,4,2.46,13,2.1,1,23,242,4.55,Mobile,Emma,29,Standard,femme,1
1183,2025-10-17 10:00,Paris,Sud,93,APP-7478,Voiture,Humaine,45,33,9.47,17,1.6,1,18,172,4.39,Mobile,Leo,25,Standard,homme,2
1184,2025-10-17 10:20,Paris,Sud,54,APP-6748,Bus,Electrique,40,47,9.59,5,2.3,1,26,257,5.64,Mobile,Emma,25,Gratuit,femme,3
1185,2025-10-17 10:40,Paris,Ouest,145,APP-7391,Voiture,Electrique,13,26,6.1,14,2.1,1,19,163,5.39,Mobile,Emma,26,Gratuit,homme,2
1186,2025-10-17 11:00,Paris,Ouest,140,APP-9140,Velo,Diesel,29,55,6.44,21,3.3,1,18,86,3.75,Mobile,Nina,40,Gratuit,femme,4
1187,2025-10-17 11:20,Paris,Nord,30,APP-5761,Voiture,Electrique,47,14,5.9,19,2.5,0,20,156,4.6,Mobile,Emma,23,Standard,homme,1
1188,2025-10-17 11:40,Paris,Nord,126,APP-9745,Voiture,Electrique,4,23,7.16,9,1.8,1,20,160,5.66,Carte,Marc,43,Gratuit,femme,1
1189,2025-10-17 12:00,Paris,Est,171,APP-7533,Voiture,Humaine,27,7,6.53,20,2.1,0,19,130,2.65,Mobile,Lucas,35,Standard,homme,1
1190,2025-10-17 12:20,Paris,Ouest,215,APP-5119,Voiture,Humaine,45,31,11.79,7,2.8,1,22,168,2.97,Carte,Alice,27,Premium,femme,1
1191,2025-10-17 12:40,Paris,Est,92,APP-2085,Bus,Electrique,23,15,11.18,8,1.4,1,17,145,1.22,Carte,Alice,18,Gratuit,homme,4
1192,2025-10-17 13:00,Paris,Sud,93,APP-9802,Velo,Electrique,26,50,10.77,14,2.1,0,19,191,5.2,Carte,Leo,25,Standard,femme,4
1193,2025-10-17 13:20,Paris,Sud,42,APP-7143,Velo,Electrique,45,3,3.15,6,2.9,0,19,158,4.96,Carte,Marc,26,Gratuit,homme,1
1194,2025-10-17 13:40,Paris,Est,143,APP-2487,Velo,Humaine,25,8,4.19,22,3.2,1,16,117,4.7,Mobile,Leo,35,Standard,femme,4
1195,2025-10-17 14:00,Paris,Centre,79,APP-7533,Trottinette,Electrique,58,26,3.05,14,3.1,1,16,115,2.85,Carte,Nina,20,Gratuit,homme,1
1196,2025-10-17 14:20,Paris,Ouest,213,APP-7395,Velo,Electrique,59,3,10.19,20,1.4,0,19,188,1.61,Mobile,Nina,22,Premium,femme,3
1197,2025-10-17 14:40,Paris,Nord,35,APP-4447,Bus,Humaine,12,59,8.14,11,2.4,1,22,196,4.62,Mobile,Sofia,22,Gratuit,homme,1
1198,2025-10-17 15:00,Paris,Nord,102,APP-6726,Voiture,Humaine,29,13,2.05,9,1.4,0,21,186,2.91,Mobile,Leo,46,Gratuit,femme,1
1199,2025-10-17 15:20,Paris,Est,119,APP-1940,Trottinette,Electrique,22,14,7.73,18,1.7,1,16,110,2.31,Mobile,Hugo,18,Standard,homme,1
1200,2025-10-17 15:40,Paris,Sud,175,APP-4477,Trottinette,Diesel,49,24,5.83,13,1.6,1,19,210,5.2,Carte,Leo,66,Gratuit,femme,1
1201,2025-10-17 16:00,Paris,Sud,58,APP-7384,Velo,Humaine,9,43,6.55,9,1.7,0,28,282,3.46,Carte,Sofia,56,Gratuit,homme,1
1202,2025-10-17 16:20,Paris,Ouest,154,APP-2619,Trottinette,Diesel,30,19,8.33,10,2.9,1,26,313,1.87,Mobile,Hugo,53,Premium,femme,1
1203,2025-10-17 16:40,Paris,Centre,20,APP-1047,Voiture,Humaine,7,15,1.08,13,1.9,0,26,289,5.37,Carte,Lucas,65,Gratuit,homme,4
1204,2025-10-17 17:00,Paris,Sud,194,APP-2626,Bus,Diesel,44,16,11.39,20,2.2,0,25,268,1.95,Carte,Leo,29,Standard,femme,1
1205,2025-10-17 17:20,Paris,Centre,239,APP-6462,Velo,Diesel,1,8,7.07,8,2.3,1,25,272,4.37,Mobile,Marc,27,Gratuit,homme,2
1206,2025-10-17 17:40,Paris,Sud,161,APP-4996,Voiture,Electrique,21,1,11.42,10,2.4,1,27,272,4.01,Mobile,Alice,25,Gratuit,femme,4
1207,2025-10-17 18:00,Paris,Sud,60,APP-3622,Voiture,Diesel,47,17,1.73,18,3.3,1,25,269,3.13,Carte,Nina,26,Standard,homme,3
1208,2025-10-17 18:20,Paris,Centre,189,APP-2513,Bus,Electrique,39,9,1.38,11,1.8,1,25,294,5.07,Mobile,Leo,68,Gratuit,femme,3
1209,2025-10-17 18:40,Paris,Est,195,APP-8202,Voiture,Humaine,32,50,7.06,10,2.0,1,28,286,3.85,Mobile,Sofia,34,Premium,homme,1
1210,2025-10-17 19:00,Paris,Sud,217,APP-1220,Velo,Diesel,31,51,11.92,22,2.8,0,29,323,4.71,Mobile,Nina,46,Standard,femme,2
1211,2025-10-17 19:20,Paris,Sud,78,APP-7445,Velo,Electrique,9,15,1.27,24,2.2,1,22,247,5.32,Carte,Emma,25,Premium,homme,4
1212,2025-10-17 19:40,Paris,Est,60,APP-9397,Velo,Diesel,6,46,11.65,10,2.0,1,25,237,4.46,Mobile,Nina,26,Standard,femme,3
1213,2025-10-17 20:00,Paris,Centre,194,APP-9587,Trottinette,Humaine,57,20,11.65,16,2.6,0,18,123,2.41,Carte,Leo,29,Standard,homme,4
1214,2025-10-17 20:20,Paris,Ouest,197,APP-8448,Bus,Diesel,54,60,11.28,22,2.1,1,17,129,4.35,Mobile,Alice,19,Gratuit,femme,1
1215,2025-10-17 20:40,Paris,Ouest,118,APP-5252,Voiture,Electrique,8,48,7.61,24,2.2,0,17,137,4.62,Mobile,Lucas,24,Premium,homme,4
1216,2025-10-17 21:00,Paris,Centre,38,APP-4736,Velo,Diesel,24,2,1.0,14,1.4,0,20,123,3.61,Mobile,Emma,56,Gratuit,femme,1
1217,2025-10-17 21:20,Paris,Ouest,140,APP-7724,Bus,Electrique,15,1,3.01,17,2.0,0,19,170,5.45,Carte,Nina,40,Gratuit,homme,3
1218,2025-10-17 21:40,Paris,Nord,235,APP-8648,Velo,Electrique,30,29,1.88,8,3.0,0,23,180,4.09,Carte,Marc,19,Gratuit,femme,1
1219,2025-10-17 22:00,Paris,Est,218,APP-7024,Velo,Electrique,46,60,7.77,13,1.6,1,20,146,3.45,Carte,Alice,33,Gratuit,homme,1
1220,2025-10-17 22:20,Paris,Est,236,APP-3073,Velo,Humaine,16,41,11.61,10,2.0,1,21,163,3.41,Mobile,Marc,37,Gratuit,femme,4
1221,2025-10-17 22:40,Paris,Sud,195,APP-1827,Velo,Diesel,1,5,0.7,20,3.0,1,18,176,3.64,Mobile,Sofia,34,Premium,homme,4
1222,2025-10-17 23:00,Paris,Est,246,APP-9751,Velo,Humaine,19,33,4.94,3,2.3,1,22,162,4.5,Mobile,Marc,44,Gratuit,femme,4
1223,2025-10-17 23:20,Paris,Centre,163,APP-6847,Trottinette,Diesel,28,25,11.16,15,2.0,1,16,110,1.96,Carte,Lucas,35,Gratuit,homme,3
1224,2025-10-17 23:40,Paris,Nord,97,APP-4176,Trottinette,Electrique,8,9,11.75,12,1.5,1,21,190,5.41,Mobile,Emma,32,Gratuit,femme,3
1225,2025-10-18 00:00,Paris,Sud,177,APP-1109,Velo,Diesel,42,37,2.69,15,2.3,0,21,142,1.75,Carte,Alice,62,Standard,homme,3
1226,2025-10-18 00:20,Paris,Nord,222,APP-8842,Voiture,Electrique,14,47,3.67,17,1.8,0,21,143,2.06,Mobile,Alice,31,Premium,femme,1
1227,2025-10-18 00:40,Paris,Ouest,98,APP-7532,Bus,Humaine,57,8,5.76,15,2.6,1,18,139,2.86,Mobile,Nina,27,Standard,homme,2
1228,2025-10-18 01:00,Paris,Centre,105,APP-2238,Bus,Diesel,57,52,7.9,14,2.0,1,20,158,5.42,Mobile,Lucas,27,Standard,femme,4
1229,2025-10-18 01:20,Paris,Centre,121,APP-8532,Voiture,Electrique,11,41,5.07,21,1.9,0,23,182,1.48,Mobile,Lucas,19,Premium,homme,3
1230,2025-10-18 01:40,Paris,Centre,140,APP-8829,Voiture,Humaine,42,16,3.0,26,1.9,1,18,153,2.52,Mobile,Nina,40,Gratuit,femme,2
1231,2025-10-18 02:00,Paris,Ouest,189,APP-4914,Velo,Diesel,18,36,7.33,13,2.2,0,14,116,2.4,Carte,Leo,68,Gratuit,homme,1
1232,2025-10-18 02:20,Paris,Sud,232,APP-3735,Voiture,Humaine,34,28,0.74,10,3.2,1,19,143,1.38,Mobile,Leo,26,Standard,femme,4
1233,2025-10-18 02:40,Paris,Est,40,APP-4517,Velo,Diesel,40,52,8.54,18,2.3,0,20,145,1.32,Mobile,Nina,39,Premium,homme,2
1234,2025-10-18 03:00,Paris,Ouest,56,APP-4267,Velo,Diesel,1,27,4.89,4,1.8,1,17,147,4.96,Carte,Alice,18,Premium,femme,3
1235,2025-10-18 03:20,Paris,Est,180,APP-4577,Velo,Electrique,4,45,7.66,11,3.3,1,21,179,5.24,Mobile,Leo,36,Premium,homme,1
1236,2025-10-18 03:40,Paris,Centre,47,APP-3255,Velo,Humaine,7,39,9.97,14,3.1,0,23,189,5.8,Mobile,Alice,18,Gratuit,femme,3
1237,2025-10-18 04:00,Paris,Ouest,121,APP-3642,Trottinette,Diesel,42,28,10.54,10,2.6,1,18,162,1.51,Carte,Lucas,19,Premium,homme,3
1238,2025-10-18 04:20,Paris,Nord,191,APP-4342,Voiture,Electrique,59,8,6.05,23,2.2,1,20,156,3.34,Mobile,Lucas,20,Standard,femme,1
1239,2025-10-18 04:40,Paris,Sud,112,APP-3086,Voiture,Humaine,52,31,11.43,3,1.8,0,19,176,4.27,Carte,Emma,39,Gratuit,homme,2
1240,2025-10-18 05:00,Paris,Ouest,235,APP-3760,Velo,Diesel,36,37,0.55,20,1.6,0,18,162,5.32,Carte,Marc,19,Gratuit,femme,1
1241,2025-10-18 05:20,Paris,Ouest,116,APP-5605,Trottinette,Electrique,26,6,5.28,19,2.8,1,17,152,2.6,Carte,Alice,29,Gratuit,homme,1
1242,2025-10-18 05:40,Paris,Ouest,243,APP-3197,Velo,Electrique,6,59,3.47,17,2.5,1,17,148,3.47,Mobile,Leo,25,Gratuit,femme,4
1243,2025-10-18 06:00,Paris,Centre,118,APP-6303,Bus,Humaine,21,42,7.82,25,3.0,1,16,114,4.23,Mobile,Lucas,24,Premium,homme,1
1244,2025-10-18 06:20,Paris,Centre,196,APP-9028,Velo,Humaine,6,33,10.09,8,3.3,1,21,176,5.9,Mobile,Lucas,31,Standard,femme,1
1245,2025-10-18 06:40,Paris,Sud,10,APP-8218,Velo,Humaine,25,43,1.16,10,1.6,0,17,160,3.48,Carte,Emma,25,Gratuit,homme,1
1246,2025-10-18 07:00,Paris,Ouest,134,APP-1274,Velo,Humaine,45,49,9.68,11,2.2,0,28,293,4.43,Mobile,Nina,63,Gratuit,femme,3
1247,2025-10-18 07:20,Paris,Nord,66,APP-9325,Voiture,Diesel,35,1,7.26,6,3.2,0,23,276,2.99,Mobile,Lucas,28,Premium,homme,2
1248,2025-10-18 07:40,Paris,Sud,33,APP-9051,Trottinette,Humaine,42,39,0.77,11,3.0,1,23,218,1.59,Mobile,Leo,38,Gratuit,femme,4
1249,2025-10-18 08:00,Paris,Nord,246,APP-3797,Velo,Electrique,2,22,0.88,23,1.5,1,24,234,3.86,Carte,Marc,44,Gratuit,homme,4
1250,2025-10-18 08:20,Paris,Ouest,159,APP-2309,Velo,Humaine,57,22,8.06,11,1.5,1,20,215,1.37,Carte,Alice,34,Gratuit,femme,4
1251,2025-10-18 08:40,Paris,Est,243,APP-5429,Velo,Diesel,5,31,9.13,10,2.1,1,24,250,1.49,Carte,Leo,25,Gratuit,homme,4
1252,2025-10-18 09:00,Paris,Nord,124,APP-5003,Voiture,Electrique,21,28,8.84,11,3.1,0,26,321,4.16,Carte,Leo,36,Gratuit,femme,1
1253,2025-10-18 09:20,Paris,Sud,26,APP-1514,Voiture,Diesel,59,19,8.11,6,3.3,0,24,266,5.25,Carte,Hugo,42,Gratuit,homme,1
1254,2025-10-18 09:40,Paris,Est,203,APP-2699,Bus,Electrique,16,19,7.5,15,3.0,0,24,279,2.48,Mobile,Alice,25,Gratuit,femme,2
1255,2025-10-18 10:00,Paris,Nord,93,APP-7361,Velo,Humaine,42,4,0.8,10,3.1,1,24,235,4.99,Carte,Leo,25,Standard,homme,1
1256,2025-10-18 10:20,Paris,Sud,239,APP-5072,Velo,Diesel,5,15,5.29,4,2.0,1,19,181,4.82,Mobile,Marc,27,Gratuit,femme,4
1257,2025-10-18 10:40,Paris,Est,76,APP-6872,Velo,Diesel,39,1,2.23,26,3.0,1,18,99,1.87,Mobile,Hugo,18,Premium,homme,2
1258,2025-10-18 11:00,Paris,Centre,62,APP-3911,Voiture,Diesel,16,47,8.87,16,2.9,0,18,145,2.82,Mobile,Lucas,32,Gratuit,femme,4
1259,2025-10-18 11:20,Paris,Centre,46,APP-3880,Trottinette,Electrique,42,3,11.96,6,2.3,1,15,130,5.22,Carte,Leo,24,Gratuit,homme,2
1260,2025-10-18 11:40,Paris,Ouest,166,APP-6210,Velo,Diesel,22,5,2.74,8,1.7,0,22,182,4.87,Carte,Nina,25,Gratuit,femme,3
1261,2025-10-18 12:00,Paris,Centre,128,APP-6595,Velo,Diesel,38,40,10.17,26,1.9,0,18,114,5.34,Mobile,Leo,19,Standard,homme,3
1262,2025-10-18 12:20,Paris,Est,229,APP-2536,Voiture,Humaine,5,45,1.21,3,2.7,1,21,137,1.76,Mobile,Hugo,63,Premium,femme,1
1263,2025-10-18 12:40,Paris,Nord,234,APP-9877,Velo,Electrique,2,22,9.14,5,2.5,0,22,146,1.28,Mobile,Nina,43,Standard,homme,4
1264,2025-10-18 13:00,Paris,Centre,214,APP-9845,Voiture,Humaine,53,47,9.81,3,2.7,1,19,146,2.67,Carte,Leo,21,Premium,femme,4
1265,2025-10-18 13:20,Paris,Ouest,49,APP-2148,Voiture,Diesel,21,41,11.69,16,1.9,1,21,170,1.21,Mobile,Alice,21,Premium,homme,2
1266,2025-10-18 13:40,Paris,Sud,129,APP-6013,Voiture,Humaine,51,11,9.63,30,2.4,1,21,146,2.28,Mobile,Marc,48,Gratuit,femme,4
1267,2025-10-18 14:00,Paris,Nord,176,APP-4728,Velo,Electrique,5,25,7.43,8,1.7,0,21,217,3.56,Mobile,Marc,20,Premium,homme,2
1268,2025-10-18 14:20,Paris,Sud,51,APP-1686,Bus,Electrique,2,18,11.2,3,2.2,1,18,96,5.64,Carte,Leo,19,Premium,femme,1
1269,2025-10-18 14:40,Paris,Ouest,66,APP-3577,Voiture,Diesel,57,24,1.7,5,3.4,1,24,203,1.97,Mobile,Lucas,28,Premium,homme,4
1270,2025-10-18 15:00,Paris,Nord,197,APP-5248,Velo,Diesel,35,45,9.4,14,2.3,0,21,157,4.86,Carte,Alice,19,Gratuit,femme,1
1271,2025-10-18 15:20,Paris,Ouest,151,APP-9231,Trottinette,Electrique,37,22,7.83,24,2.5,0,23,206,3.29,Mobile,Alice,27,Standard,homme,1
1272,2025-10-18 15:40,Paris,Sud,104,APP-9334,Bus,Humaine,53,39,9.23,12,1.7,0,20,142,3.5,Carte,Emma,55,Gratuit,femme,2
1273,2025-10-18 16:00,Paris,Sud,199,APP-5932,Voiture,Humaine,18,12,8.73,3,1.8,1,24,236,2.03,Carte,Emma,24,Premium,homme,4
1274,2025-10-18 16:20,Paris,Sud,157,APP-1916,Velo,Humaine,37,11,7.55,16,1.8,1,22,267,5.72,Mobile,Alice,33,Premium,femme,1
1275,2025-10-18 16:40,Paris,Ouest,239,APP-8457,Trottinette,Humaine,49,35,5.74,18,2.0,0,26,262,5.32,Mobile,Marc,27,Gratuit,homme,1
1276,2025-10-18 17:00,Paris,Centre,244,APP-8182,Voiture,Diesel,17,58,0.81,5,2.6,1,20,221,1.75,Carte,Nina,70,Gratuit,femme,3
1277,2025-10-18 17:20,Paris,Nord,66,APP-3873,Velo,Diesel,6,23,6.92,7,1.6,1,23,274,3.27,Mobile,Lucas,28,Premium,homme,4
1278,2025-10-18 17:40,Paris,Ouest,132,APP-7678,Voiture,Diesel,17,9,11.57,20,2.0,0,24,270,1.67,Carte,Leo,38,Standard,femme,1
1279,2025-10-18 18:00,Paris,Est,151,APP-8019,Trottinette,Diesel,34,26,11.09,13,1.5,1,28,282,3.63,Mobile,Alice,27,Standard,homme,3
1280,2025-10-18 18:20,Paris,Nord,101,APP-3516,Trottinette,Electrique,1,7,7.98,12,2.5,1,25,264,3.49,Carte,Alice,18,Gratuit,femme,2
1281,2025-10-18 18:40,Paris,Nord,28,APP-5877,Velo,Diesel,27,27,10.87,3,2.2,0,26,257,4.24,Mobile,Leo,31,Gratuit,homme,4
1282,2025-10-18 19:00,Paris,Ouest,30,APP-8879,Voiture,Electrique,47,36,4.84,19,3.4,1,23,285,5.06,Mobile,Emma,23,Standard,femme,4
1283,2025-10-18 19:20,Paris,Nord,26,APP-7933,Trottinette,Electrique,15,20,6.21,10,2.5,0,22,260,3.32,Carte,Hugo,42,Gratuit,homme,2
1284,2025-10-18 19:40,Paris,Sud,37,APP-5966,Trottinette,Diesel,3,57,2.48,16,3.1,0,22,263,5.03,Carte,Emma,43,Standard,femme,3
1285,2025-10-18 20:00,Paris,Centre,198,APP-8552,Bus,Humaine,11,31,9.44,4,3.4,1,16,129,5.78,Mobile,Hugo,25,Premium,homme,2
1286,2025-10-18 20:20,Paris,Nord,44,APP-2395,Trottinette,Humaine,27,6,3.56,9,2.1,0,20,220,3.26,Mobile,Marc,19,Gratuit,femme,2
1287,2025-10-18 20:40,Paris,Centre,171,APP-8928,Velo,Humaine,37,41,1.88,12,2.5,1,19,153,2.89,Carte,Lucas,35,Standard,homme,1
1288,2025-10-18 21:00,Paris,Ouest,246,APP-1223,Trottinette,Electrique,40,33,9.97,17,2.9,1,21,130,1.64,Mobile,Marc,44,Gratuit,femme,1
